protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,q,n_eval_runs,cca_mode,rx_sens_dbm,cca_truth_definition,raw_busy_opportunities,raw_misses,raw_miss_rate,eligible_tp,eligible_fn,eligible_fp,eligible_tn,eligible_fnr,eligible_fpr,eligible_decodable_negative,eligible_self_undecodable,eligible_control_harm,eligible_data_harm,eligible_rts_harm,harmful_missed_opportunities,false_alarm_opportunities,sinr_harmful_start_attempts,single_user_harmful_start_attempts,late_start_handshake,late_start_data,late_start_attempts,simultaneous_start_events,simultaneous_start_attempts,capture_successes,partial_collision_events,full_collision_events,icr_expected,icr_decoded,icr_miss_halfduplex,icr_miss_low_sinr,icr_miss_sector_timing,icr_winner_miss,nav_expected,nav_set,nav_not_set,nav_protection_violations,failed_attempts_or_events,rts_fail_total,rts_failure_detection_delay_us,mean_rts_failure_detection_delay_us,data_fail_sinr,data_failure_transaction_delay_us,mean_data_failure_transaction_delay_us,collision_waste_us,collision_channel_time_us,collision_tx_airtime_us
sb_cf,fixed_payload,10,1.66666666666667,6,1188,0.005,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1328618,1263769,0.951190635683093,73,10583,0,50878,0.993149399399399,0,NaN,9237,NaN,NaN,NaN,10583,0,21,1,NaN,NaN,41,0,0,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62,NaN,NaN,NaN,NaN,NaN,NaN,73656,51201,73656
sb_cf,fixed_payload,15,15,1,198,0.01,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,2152839,2045127,0.949967461570512,2670,53167,25,246429,0.952182244748106,0.00010143880805343,NaN,45726,NaN,NaN,NaN,53167,25,277,61,NaN,NaN,502,12,24,4,277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,772,NaN,NaN,NaN,NaN,NaN,NaN,152856,109980,152856
sb_cf,fixed_payload,15,7.5,2,396,0.00447213595499958,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,2155424,2050099,0.95113490431581,1848,50785,0,264979,0.964888947998404,0,NaN,41050,NaN,NaN,NaN,50785,0,117,20,NaN,NaN,199,2,4,0,117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,310,NaN,NaN,NaN,NaN,NaN,NaN,122760,89811,122760
sb_cf,fixed_payload,15,5,3,594,0.00447213595499958,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,9522590,6774317,0.711394379050237,2455298,4622495,15410,209280,0.653098359898347,0.0685833815479105,NaN,7065265,NaN,NaN,NaN,4622495,15410,353,42,NaN,NaN,19748,870,1775,0,341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19867,NaN,NaN,NaN,NaN,NaN,NaN,11801799,2141748,11801799
sb_cf,fixed_payload,15,3.75,4,792,0.00447213595499958,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,2326895,2205630,0.947885486882734,1779,39450,0,139675,0.956850760387106,0,NaN,35234,NaN,NaN,NaN,39450,0,95,11,NaN,NaN,177,1,2,1,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,263,NaN,NaN,NaN,NaN,NaN,NaN,208296,153450,208296
sb_cf,fixed_payload,15,3,5,990,0.00334370152488211,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,8627572,6053566,0.701653489533324,2161139,3286658,13407,160904,0.603300379951749,0.0769142509652288,NaN,5436669,NaN,NaN,NaN,3286658,13407,190,20,NaN,NaN,10668,269,543,0,190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10764,NaN,NaN,NaN,NaN,NaN,NaN,10659069,1885905,10659069
sb_cf,fixed_payload,15,2.5,6,1188,0.00299069756244244,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,2437874,2321765,0.952372846176628,1869,43227,0,147607,0.958555082490687,0,NaN,37617,NaN,NaN,NaN,43227,0,67,8,NaN,NaN,130,0,0,0,67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,189,NaN,NaN,NaN,NaN,NaN,NaN,224532,158301,224532
sb_cf,fixed_payload,5,5,1,198,0.0316227766016838,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,695959,659782,0.948018489594933,104,3217,0,29050,0.968684131285757,0,NaN,2737,NaN,NaN,NaN,3217,0,63,9,NaN,NaN,99,2,4,2,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,161,NaN,NaN,NaN,NaN,NaN,NaN,31878,23328,31878
sb_cf,fixed_payload,5,2.5,2,396,0.014142135623731,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,649323,619200,0.953608604654386,129,2397,0,26041,0.948931116389549,0,NaN,1980,NaN,NaN,NaN,2397,0,16,1,NaN,NaN,27,0,0,0,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,NaN,NaN,NaN,NaN,NaN,NaN,16632,13113,16632
sb_cf,fixed_payload,5,1.66666666666667,3,594,0.0149534878122122,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,5290276,4322693,0.817101603016553,163309,551188,0,31063,0.771435009524183,0,NaN,712838,NaN,NaN,NaN,551188,0,212,14,NaN,NaN,7854,212,426,0,208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7927,NaN,NaN,NaN,NaN,NaN,NaN,4710654,1189701,4710654
sb_cf,fixed_payload,5,1.25,4,792,0.005,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,724721,687479,0.94861194859815,435,3147,0,43160,0.8785594639866,0,NaN,2542,NaN,NaN,NaN,3147,0,3,1,NaN,NaN,11,0,0,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,10296,8892,10296
